PUESTO_SIMPLIFICADO,PUESTO,CARGO ADMINISTRATIVO,CONTEO,Simp_puesto,Puesto_cargo,Simp_cargo
PROFESIONAL,PROFESIONAL C,PROFESIONAL EN EVALUACIÓN DE PLANES UNIVERSITARIOS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL EN GESTIÓN ADMINISTRATIVA Y DE PROYECTOS DEL CIEDES,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL EN GESTIÓN AMBIENTAL,84,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL EN GESTIÓN DE RIESGOS Y SEGURIDAD INFORMÁTICA,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL EN INGENIERÍA ELÉCTRICA DE INFRAESTRUCTURAS DE OEPI,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL EN INGENIERÍA MECÁNICA DE INFRAESTRUCTURAS DE OEPI,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL EN INVESTIGACIÓN EN CIENCIAS ECONÓMICAS,53,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL EN MEDICINA GENERAL,181,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL EN ODONTOLOGÍA,36,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL EN PLANEAMIENTO UNIVERSITARIO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL EN PLANIFICACIÓN Y ESTUDIOS PRESUPUESTARIOS,20,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL EN PRODUCCIÓN DE AGUA INYECTABLE Y LIOFILIZACIÓN DE ANTIVENENOS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL EN PROYECTOS DE DESARROLLO HUMANO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL EN PSICOLOGÍA CLÍNICA,48,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL EN REGENCIA MICROBIOLÓGICA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL EN REGENCIA QUÍMICA INSTITUCIONAL,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL EN REGENCIA VETERINARIA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL JEFE EN SALUD OCUPACIONAL Y AMBIENTAL,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,REGENTE BIOLÓGICO Y AMBIENTAL,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,REGENTE FARMACÉUTICO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,,48,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL COORDINADOR DE ADMISIÓN Y MATRÍCULA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL COORDINADOR DE APROVISIONAMIENTO DE RECURSOS BIBLIOGRÁFICOS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL COORDINADOR DE AUDITORÍA TÉCNICA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL COORDINADOR DE AUDITORÍAS COMPLEJAS,117,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL COORDINADOR DE CENTRO DE ORIENTACIÓN VOCACIONAL,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL COORDINADOR DE COMUNICACIÓN,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL COORDINADOR DE EXPEDIENTES ACADÉMICOS Y GRADUACIONES,7,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL COORDINADOR DE INFORMACIÓN Y DOCUMENTACIÓN,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL COORDINADOR DE INGRESO A CARRERA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL COORDINADOR DE LA DIVISIÓN INDUSTRIAL DEL INSTITUTO CLODOMIRO PICADO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL COORDINADOR DE LABORATORIOS DE INFRAESTRUCTURA CIVIL Y VIAL,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL COORDINADOR DE MATRÍCULA Y HORARIOS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL COORDINADOR DE PRUEBA DE APTITUD ACADÉMICA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL COORDINADOR DE RECONOCIMIENTO DE ESTUDIOS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL COORDINADOR DE ÁREA DE GESTIÓN JUDICIAL,15,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL COORDINADOR EN ASESORÍA LEGAL,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL EN CONTROL DE EJECUCIÓN PRESUPUESTARIA,6,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL D,PROFESIONAL EN PROYECTOS INSTITUCIONALES,12,FALSO,FALSO,FALSO
PROFESOR ADJUNTO ,PROFESOR ADJUNTO,,1846,FALSO,FALSO,FALSO
PROFESOR ADJUNTO ,PROFESOR ADJUNTO EDUCACION SUPERIOR,,149,FALSO,FALSO,FALSO
PROFESOR ASOCIADO ,PROFESOR ASOCIADO,,4530,FALSO,FALSO,FALSO
PROFESOR ASOCIADO EDUCACION SUPERIOR ,PROFESOR ASOCIADO EDUCACION SUPERIOR,,248,FALSO,FALSO,FALSO
PROFESOR ASOCIADO EDUCACION SUPERIOR ,PROFESOR ASOCIADO RECONTR. EDUC.SUP.,,3,FALSO,FALSO,FALSO
PROFESOR CATEDRATICO ,PROFESOR CATEDRATICO,,4979,FALSO,FALSO,FALSO
PROFESOR CATEDRATICO ,"PROFESOR CATEG. ESPEC., CATEDRATICO",,12,FALSO,FALSO,FALSO
PROFESOR CATEDRATICO EDUCACION SUPERIOR ,PROFESOR CATEDRATICO EDUCACION SUPERIOR,,149,FALSO,FALSO,FALSO
PROFESOR CATEDRATICO EDUCACION SUPERIOR ,PROFESOR CATEDRATICO RECONTR. EDUC.SUP.,,18,FALSO,FALSO,FALSO
PROFESOR CONTRAC SEP ,PROFESOR CONTRAC SEP,,100,FALSO,FALSO,FALSO
PROFESOR EXBECARIO,PROFESOR EXBECARIO DOCTORADO,,1042,FALSO,FALSO,FALSO
PROFESOR EXBECARIO,PROFESOR EXBECARIO MAESTRIA,,67,FALSO,FALSO,FALSO
PROFESOR INSTRUCTOR ,PROFESOR INSTRUCTOR,,9195,FALSO,FALSO,FALSO
PROFESOR INSTRUCTOR ,PROFESOR INSTRUCTOR EDUCACION SUPERIOR,,17,FALSO,FALSO,FALSO
PROFESOR INTERINO ,PROFESOR INTERINO,,1254,FALSO,FALSO,FALSO
PROFESOR INTERINO ,PROFESOR INTERINO BACHILLER,,1311,FALSO,FALSO,FALSO
PROFESOR INTERINO ,PROFESOR INTERINO LICENCIADO,,32445,FALSO,FALSO,FALSO
PROFESOR INTERINO ,PROFESOR INTERINO SIN TITULO,,143,FALSO,FALSO,FALSO
PROFESOR INVITADO,PROFESOR INV. II AÑO SEP-CONARE AS ADJU,,2,FALSO,FALSO,FALSO
PROFESOR INVITADO,PROFESOR INV. II AÑO SEP-CONARE AS ASOC,,6,FALSO,FALSO,FALSO
PROFESOR INVITADO,PROFESOR INV. II AÑO SEP-CONARE AS INST,,24,FALSO,FALSO,FALSO
PROFESOR INVITADO,"PROFESOR INVITADO I AÑO, DOCTORADO",,15,FALSO,FALSO,FALSO
PROFESOR INVITADO,"PROFESOR INVITADO I AÑO, EXBEC.DOCTOR",,339,FALSO,FALSO,FALSO
PROFESOR INVITADO,"PROFESOR INVITADO I AÑO, EXBEC.MAESTRIA",,51,FALSO,FALSO,FALSO
PROFESOR INVITADO,"PROFESOR INVITADO I AÑO, LIC.SEP-CONARE",,63,FALSO,FALSO,FALSO
PROFESOR INVITADO,"PROFESOR INVITADO II AÑO, DOCTORADO",,15,FALSO,FALSO,FALSO
PROFESOR INVITADO,"PROFESOR INVITADO II AÑO, EXBEC.DOCTOR",,473,FALSO,FALSO,FALSO
PROFESOR INVITADO,"PROFESOR INVITADO II AÑO, EXBEC.MAESTR.",,27,FALSO,FALSO,FALSO
PROFESOR VISITANTE,"PROFESOR VISITANTE I AÑO, DOCTORADO",,14,FALSO,FALSO,FALSO
PROFESOR VISITANTE,"PROFESOR VISITANTE I AÑO, MAESTRIA",,3,FALSO,FALSO,FALSO
PROFESOR VISITANTE,"PROFESOR VISITANTE II AÑO, DOCTORADO",,16,FALSO,FALSO,FALSO
PROFESOR VISITANTE,"PROFESOR VISITANTE III AÑO, DOCTORADO",,2,FALSO,FALSO,FALSO
PROFESOR VISITANTE,"PROFESOR VISITANTE III AÑO, MAESTRIA",,6,FALSO,FALSO,FALSO
RECTOR ,RECTOR,,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,,195,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,ASISTENTE DE AGRONOMÍA,84,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,ASISTENTE DE APOYO AL SISTEMA DE GESTIÓN DE CALIDAD,18,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,ASISTENTE DE INSTALACIÓN DE AUDIO Y VIDEO,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,ASISTENTE DE OFICINA,3278,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,ASISTENTE DE RECEPCIÓN DE MUESTRAS DE INFRAESTRUCTURA VIAL,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,ASISTENTE DE REPARACIÓN DE MATERIAL BIBLIOGRÁFICO,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,ASISTENTE DE TALLER ARTÍSTICO,30,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,ASISTENTE DE TALLER GRÁFICO,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,ASISTENTE EN ARCHIVÍSTICA,127,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,BODEGUERO,221,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,ELECTRICISTA,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,ENCARGADO DE EQUIPO AUDIOVISUAL E INSTALACIONES,117,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,ENCARGADO DE INSTRUMENTOS MUSICALES,24,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,ENCARGADO DE SERVICIOS DE CONSERJERÍA E INSTALACIÓN DE ESTRUCTURAS MÓVILES,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,GUARDAVIDAS,57,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,MODELO ARTÍSTICO,38,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,OFICIAL DE TRÁNSITO,108,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,OPERARIO EN MANTENIMIENTO GENERAL DE INSTALACIONES,953,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,RESTAURADOR DE DOCUMENTOS DIGITALES,1,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL A,TÉCNICO EN INSPECCIÓN DE SERVICIOS CONTRATADOS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,,294,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE ADMINISTRATIVO DE SERVICIOS ODONTOLÓGICOS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE ADMINISTRATIVO EN CONSTRUCCIÓN DE OBRA CIVIL,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE ADMINISTRACIÓN,2175,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE ALMACENAMIENTO Y DISTRIBUCIÓN,70,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE ALMACENAMIENTO Y ENTREGA DE REPUESTOS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE ALMACÉN DE MATERIALES Y HERRAMIENTAS,36,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE APOYO AL PROCESO DE PRODUCCIÓN,24,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE BECAS Y ATENCIÓN SOCIOECONÓMICA,36,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE BIBLIOTECOLOGÍA,29,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE BIENES INSTITUCIONALES,35,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE CONTROL DE TRANSMISIONES RADIOFÓNICAS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE DEPARTAMENTO CLÍNICO DOCENTE,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE ENCUADERNACIÓN,92,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE INVESTIGACIÓN ESTADÍSTICA,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE LABORATORIO,414,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE LABORATORIO DE IDIOMAS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE MANTENIMIENTO EN EL ÁREA METALMECÁNICA,21,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE PRODUCCIÓN TEATRAL,20,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE PROGRAMAS DEPORTIVOS Y RECREATIVOS,44,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE REGISTRO E INFORMACIÓN ESTUDIANTIL,739,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE DE REPARACIÓN DE TELÉFONOS,11,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE EN APOYO AL PROGRAMA DE PRUEBAS ESPECÍFICAS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,"ASISTENTE EN AVERÍAS TELEFÓNICAS E INFORMÁTICAS, LÍNEA 5000",12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE EN PRODUCCIÓN DE DANZA,9,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ASISTENTE EN REDACCIÓN Y TRANSCRIPCIÓN DE ACTAS,51,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,BODEGUERO,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,CAJERO A,115,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,ENCARGADO DE ARMERÍA INSTITUCIONAL,48,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,FOTÓGRAFO DE LABORATORIO,6,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,FUNDIDOR DE MATERIALES PARA ESCULTURAS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,OPERADOR DE EQUIPO DE TRANSMISIÓN TELEVISIVA,24,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,OPERARIO EN MANTENIMIENTO GENERAL DE INSTALACIONES DE SEDE,36,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,PROMOTOR DE VENTAS,15,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,SECRETARIA DE DIRECCIÓN,1029,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,SUPERVISOR DE SEGURIDAD,108,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,TÉCNICO EN ANÁLISIS DE SISMOGRAMAS,10,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,TÉCNICO EN BIBLIOTECOLOGÍA,11,FALSO,FALSO,FALSO
TECNICO,TECNICO ASISTENCIAL B,TÉCNICO EN DISEÑO GRÁFICO,2,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,,167,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,CAJERO B,47,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,EBANISTA,171,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,ELECTRICISTA,182,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,ENCARGADO DE RESGUARDO DE MATERIALES PARA USO ANTIOFÍDICO,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,FOTÓGRAFO,23,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,MAQUILLISTA,11,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,MECÁNICO DE MOTOCICLETAS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,SUPERVISOR DE TRÁNSITO,24,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,TÉCNICO EN APOYO A COMPRAS ESPECIALIZADAS DE SEDE,24,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,TÉCNICO EN APOYO ADMINISTRATIVO DE PROYECTOS DE OEPI,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,TÉCNICO EN APOYO ADMINISTRATIVO DEL PIAM,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,TÉCNICO EN APOYO AL PROCESO ACADÉMICO,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,TÉCNICO EN CARGAS ACADÉMICAS,36,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,TÉCNICO EN CONTROL Y FACTURACIÓN DE MATERIAL DIDÁCTICO,41,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,TÉCNICO EN CUSTODIA DE DOCUMENTOS DE VALOR,11,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,TÉCNICO EN DISECCIÓN,11,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,TÉCNICO EN GESTIÓN DE POSGRADOS A,216,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,TÉCNICO EN MANEJO DE COLECCIONES DE INSECTOS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,TÉCNICO EN MANTENIMIENTO DE INSTALACIONES,15,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,TÉCNICO EN RÉGIMEN ACADÉMICO,24,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,TÉCNICO EN TRÁMITE DE SERVICIOS DE CORREO INSTITUCIONAL,24,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO A,TÉCNICO EN TRÁMITES MIGRATORIOS,10,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,,351,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,ASISTENTE EN COMPUTACIÓN E INFORMÁTICA,112,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,ENCARGADO DE SERVICIOS ADMINISTRATIVOS DE FACULTAD DE CIENCIAS BÁSICAS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,ENCARGADO DE SERVICIOS ADMINISTRATIVOS DE INSTITUTO,48,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,ENCARGADO DE SERVICIOS ADMINISTRATIVOS DE LA URAP,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,LABORES DE ASISTENTE DE ADMINISTRACIÓN,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,SECRETARIA DEL CONSEJO DEL SEP,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO DE ARQUEOLOGÍA,2,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO DE BOTÁNICA Y MICOLOGÍA,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO DE COLECCIONES DE PECES Y LARVAS DE PECES,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO DE GEOTECNIA,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO DE INGENIERÍA QUÍMICA,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO DE MICROALGAS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO DE SISMOLOGÍA,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO DE VIROLOGÍA,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN ALIMENTOS PARA ANIMALES,24,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN ANATOMÍA,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN BIOLOGÍA,38,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN BIOLOGÍA MOLECULAR,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN BIOTECNOLOGÍA DE PLANTAS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN ENFERMEDADES TROPICALES,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN ESPECTROMETRÍA GAMMA,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN FARMACOGNOSIA,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN GRANOS Y SEMILLAS,36,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN INVESTIGACIONES AGRONÓMICAS,17,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN MEDICINA,50,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN MICROSCOPÍA ELECTRÓNICA,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN MOVIMIENTO HUMANO,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN MUESTRAS SANGUÍNEAS,24,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN NEUROCIENCIAS,24,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN PREPARACIÓN DE MUESTRAS HISTOLÓGICAS,24,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN PRESERVACIÓN DE MUESTRAS BIOLÓGICAS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN QUÍMICA,140,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN QUÍMICA DE SUELOS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN QUÍMICA DE TECNOLOGÍA DE ALIMENTOS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN SUEROS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO DE LABORATORIO EN TECNOLOGÍA DE ALIMENTOS,60,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO EN ADMISIÓN ESTUDIANTIL,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO EN ALMACENAMIENTO Y DISTRIBUCIÓN DE BIENES,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO EN APOYO A ADMISIÓN Y MATRÍCULA,71,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO EN APOYO A COORDINACIÓN ADMINISTRATIVA DE LA OSG,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO EN APOYO A EXPEDIENTES Y CERTIFICACIONES,48,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO EN APOYO A GRADUACIONES ESTUDIANTILES,10,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO EN APOYO A LA GESTIÓN DE VICERRECTORIA DE ADMINISTRACIÓN,24,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO EN APOYO A LA GESTIÓN DE VICERRECTORÍA DE DOCENCIA,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO EN APOYO A LA INVESTIGACIÓN DE PROYECTOS BIOMÉDICOS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO EN APOYO A LA INVESTIGACIÓN EN SALUD,72,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO EN APOYO A LA INVESTIGACIÓN EN ÁREAS PROTEGIDAS,12,FALSO,FALSO,FALSO
TECNICO,TECNICO ESPECIALIZADO B,TÉCNICO EN APOYO A LOS PROCESOS DE DOCENCIA DE SEDE DEL ATLÁNTICO,12,FALSO,FALSO,FALSO
